6532.446095120189, 8.218584193469303e-19
6532.446095120189, 9.422176482873127e-19
6558.237903641802, 1.0350403125914718e-18
6596.925616424223, 1.1273367277847478e-18
6609.821520685031, 1.2490198077192607e-18
6635.613329206644, 1.2924325351869096e-18
6700.0928505106785, 1.2597343301355356e-18
6712.988754771484, 1.3603971611957174e-18
6725.884659032292, 1.4691037561786943e-18
6725.884659032292, 1.6557219904666462e-18
6751.676467553905, 2.0851997938269614e-18
6751.676467553905, 1.8344382039543283e-18
6803.260084597132, 1.8660460829843395e-18
6829.051893118745, 2.0151580640651097e-18
6854.843701640359, 2.194853350420998e-18
6906.427318683585, 2.537870007109719e-18
6932.2191272052005, 2.860252151724942e-18
6932.2191272052005, 3.0364895781337592e-18
7022.490457030846, 3.0106630725973107e-18
7061.178169813267, 3.2235860578076777e-18
7074.074074074075, 3.60217308908788e-18
7125.6576911173015, 3.89001547969525e-18
7177.241308160528, 4.2732407373266255e-18
7215.929020942949, 5.156670961646359e-18
7241.7208294645625, 4.3098980692498324e-18
7267.512637986176, 4.38415880832018e-18
7267.512637986176, 4.775102172287152e-18
7267.512637986176, 5.200906662529922e-18
7293.304446507789, 5.4278427279220274e-18
7319.0962550294025, 4.983458708779431e-18
7344.888063551016, 4.816064644578443e-18
7357.7839678118235, 5.156670961646359e-18
7370.679872072629, 5.521365963519861e-18
7383.575776333437, 5.8615706993453875e-18
7409.36758485505, 6.06530387453634e-18
7435.1593933766635, 5.8615706993453875e-18
7448.055297637469, 5.6165006304054305e-18
7460.951201898277, 5.8615706993453875e-18
7460.951201898277, 6.2761182927595945e-18
7473.847106159083, 6.384257551606237e-18
7512.5348189415035, 6.2761182927595945e-18
7564.11843598473, 6.2761182927595945e-18
7589.910244506345, 6.71998391644591e-18
7615.702053027959, 7.319217026595476e-18
7641.493861549572, 7.704109726482516e-18
7693.077478592799, 7.256964285660388e-18
7693.077478592799, 7.904080905760947e-18
7718.869287114412, 8.757235854907864e-18
7783.348808418446, 8.984542428061365e-18
7783.348808418446, 8.391099113620105e-18
7796.244712679252, 9.702479103242448e-18
7834.932425461673, 1.0567666699148496e-17
7847.828329722479, 9.78571031319016e-18
7899.411946765707, 9.376573441165698e-18
7925.203755287321, 1.0212699440209422e-17
7976.787372330547, 1.1028775666621071e-17
8041.266893634582, 1.1028775666621071e-17
8157.330031981843, 1.0841965592476391e-17
8208.91364902507, 1.1218804530154471e-17
8260.497266068296, 1.201223152395986e-17
8299.184978850717, 1.1608741423524999e-17
8324.97678737233, 1.201223152395986e-17
8389.456308676365, 1.2861772018344404e-17
8415.248117197978, 1.3889530294708818e-17
8441.039925719591, 1.211527658628595e-17
8441.039925719591, 1.449558526930288e-17
8466.831734241205, 1.1708325208696687e-17
8479.727638502012, 1.201223152395986e-17
8492.623542762818, 1.2643913875518124e-17
8544.207159806045, 1.2861772018344404e-17
8569.998968327658, 1.3195617694150193e-17
8582.894872588466, 1.3654263546828335e-17
8595.790776849271, 1.400867947294798e-17
8634.478489631692, 1.461993339600599e-17
8673.166202414113, 1.487183890321341e-17
8686.062106674919, 1.4372294770989546e-17
8698.958010935727, 1.3654263546828335e-17
8724.74981945734, 1.487183890321341e-17
8737.645723718148, 1.449558526930288e-17
8737.645723718148, 1.592361927799579e-17
8776.333436500567, 1.676098819240424e-17
8789.229340761374, 1.538874590921739e-17
8815.021149282988, 1.41288507539058e-17
8827.917053543795, 1.5257858737963644e-17
8827.917053543795, 1.633693957566183e-17
8853.708862065407, 1.7049784667568662e-17
8918.188383369441, 1.8100324973542974e-17
8956.876096151862, 1.633693957566183e-17
8982.667904673475, 1.7049784667568662e-17
9047.14742597751, 1.7196043597078138e-17
9098.731043020736, 1.6618429575551182e-17
9111.626947281544, 1.779373400165622e-17
9150.314660063963, 1.8412198592907415e-17
9163.21056432477, 1.9215595418694698e-17
9227.690085628803, 1.9215595418694698e-17
9279.273702672032, 2.2218652226813142e-17
9292.169606932837, 1.988348026878644e-17
9408.232745280098, 2.165652613767673e-17
9408.232745280098, 2.0054047615866782e-17
9524.29588362736, 2.3188139633883195e-17
9550.087692148974, 2.4407524936520262e-17
9575.879500670586, 2.591142010087744e-17
9601.6713091922, 2.727401344990556e-17
9653.254926235428, 3.100228020763177e-17
9653.254926235428, 2.7743952266012438e-17
9717.73444753946, 2.7042037531253447e-17
9743.526256061075, 2.920291224143046e-17
9769.318064582689, 3.153645809399776e-17
9808.005777365108, 2.9706086518689545e-17
9820.901681625915, 2.870826094322942e-17
9833.797585886721, 2.727401344990556e-17
9872.485298669142, 2.591142010087744e-17
9988.548437016403, 2.6812034656536848e-17
10014.340245538016, 2.8954530300614694e-17
10053.027958320437, 3.207984001349819e-17
10091.715671102857, 3.100228020763177e-17
10156.19519240689, 2.9706086518689545e-17
10246.466522232538, 2.920291224143046e-17
10298.050139275765, 2.798194945119164e-17
10349.633756318992, 2.6357881055669423e-17
10401.217373362218, 2.591142010087744e-17
10427.009181883834, 2.5472521490863202e-17
